"","ModelIdx","competeIdx","type","addnum","updatatime"
"","2403","64","fullbitautoinfo","0","2017-9-19"
"","2403","1781","fullbitautoinfo","0","2017-9-19"
"","2403","1122","fullbitautoinfo","0","2017-9-19"
"","2403","1764","fullbitautoinfo","0","2017-9-19"
"","2403","220","fullbitautoinfo","0","2017-9-19"
"","2419","1954","fullbitautoinfo","0","2017-9-19"
"","2419","2143","fullbitautoinfo","0","2017-9-19"
"","2419","1308","fullbitautoinfo","0","2017-9-19"
"","2419","350","fullbitautoinfo","0","2017-9-19"
"","2419","74","fullbitautoinfo","0","2017-9-19"
"","2356","2221","bitautoinfoaddseginfo","1","2017-9-19"
"","2356","29","bitautoinfoaddseginfo","1","2017-9-19"
"","2356","64","bitautoinfoaddseginfo","1","2017-9-19"
"","2356","746","bitautoinfoaddseginfo","1","2017-9-19"
"","2356","1122","bitautoinfoaddseginfo","1","2017-9-19"
"","2221","60","fullbitautoinfo","0","2017-9-19"
"","2221","1953","fullbitautoinfo","0","2017-9-19"
"","2221","1516","fullbitautoinfo","0","2017-9-19"
"","2221","29","fullbitautoinfo","0","2017-9-19"
"","2221","8","fullbitautoinfo","0","2017-9-19"
"","8","2221","fullbitautoinfo","0","2017-9-19"
"","8","12","fullbitautoinfo","0","2017-9-19"
"","8","13","fullbitautoinfo","0","2017-9-19"
"","8","29","fullbitautoinfo","0","2017-9-19"
"","8","286","fullbitautoinfo","0","2017-9-19"
"","12","657","fullbitautoinfo","0","2017-9-19"
"","12","755","fullbitautoinfo","0","2017-9-19"
"","12","8","fullbitautoinfo","0","2017-9-19"
"","12","2221","fullbitautoinfo","0","2017-9-19"
"","12","14","fullbitautoinfo","0","2017-9-19"
"","2096","777","fullbitautoinfo","0","2017-9-19"
"","2096","659","fullbitautoinfo","0","2017-9-19"
"","2096","605","fullbitautoinfo","0","2017-9-19"
"","2096","657","fullbitautoinfo","0","2017-9-19"
"","2096","755","fullbitautoinfo","0","2017-9-19"
"","13","2221","fullbitautoinfo","0","2017-9-19"
"","13","8","fullbitautoinfo","0","2017-9-19"
"","13","85","fullbitautoinfo","0","2017-9-19"
"","13","605","fullbitautoinfo","0","2017-9-19"
"","13","656","fullbitautoinfo","0","2017-9-19"
"","14","722","bitautoinfoaddseginfo","2","2017-9-19"
"","14","29","bitautoinfoaddseginfo","2","2017-9-19"
"","14","1307","bitautoinfoaddseginfo","2","2017-9-19"
"","14","565","bitautoinfoaddseginfo","2","2017-9-19"
"","14","1953","bitautoinfoaddseginfo","2","2017-9-19"
"","16","1219","bitautoinfoaddseginfo","2","2017-9-19"
"","16","952","bitautoinfoaddseginfo","2","2017-9-19"
"","16","957","bitautoinfoaddseginfo","2","2017-9-19"
"","16","1122","bitautoinfoaddseginfo","2","2017-9-19"
"","16","1125","bitautoinfoaddseginfo","2","2017-9-19"
"","17","1209","fullbitautoinfo","0","2017-9-19"
"","17","1219","fullbitautoinfo","0","2017-9-19"
"","17","1363","fullbitautoinfo","0","2017-9-19"
"","17","1222","fullbitautoinfo","0","2017-9-19"
"","17","346","fullbitautoinfo","0","2017-9-19"
"","18","21","fullbitautoinfo","0","2017-9-19"
"","18","346","fullbitautoinfo","0","2017-9-19"
"","18","2178","fullbitautoinfo","0","2017-9-19"
"","18","976","fullbitautoinfo","0","2017-9-19"
"","18","350","fullbitautoinfo","0","2017-9-19"
"","20","66","fullbitautoinfo","0","2017-9-19"
"","20","346","fullbitautoinfo","0","2017-9-19"
"","20","23","fullbitautoinfo","0","2017-9-19"
"","20","1126","fullbitautoinfo","0","2017-9-19"
"","20","348","fullbitautoinfo","0","2017-9-19"
"","21","348","fullbitautoinfo","0","2017-9-19"
"","21","18","fullbitautoinfo","0","2017-9-19"
"","21","1126","fullbitautoinfo","0","2017-9-19"
"","21","346","fullbitautoinfo","0","2017-9-19"
"","21","350","fullbitautoinfo","0","2017-9-19"
"","23","957","fullbitautoinfo","0","2017-9-19"
"","23","139","fullbitautoinfo","0","2017-9-19"
"","23","135","fullbitautoinfo","0","2017-9-19"
"","23","2026","fullbitautoinfo","0","2017-9-19"
"","23","169","fullbitautoinfo","0","2017-9-19"
"","24","70","bitautoinfoaddseginfo","5","2017-9-19"
"","24","693","bitautoinfoaddseginfo","5","2017-9-19"
"","24","24","bitautoinfoaddseginfo","5","2017-9-19"
"","24","2109","bitautoinfoaddseginfo","5","2017-9-19"
"","24","1857","bitautoinfoaddseginfo","5","2017-9-19"
"","26","26","fullbitautoinfo","0","2017-9-19"
"","26","968","fullbitautoinfo","0","2017-9-19"
"","26","74","fullbitautoinfo","0","2017-9-19"
"","26","2329","fullbitautoinfo","0","2017-9-19"
"","26","916","fullbitautoinfo","0","2017-9-19"
"","27","350","fullbitautoinfo","0","2017-9-19"
"","27","2143","fullbitautoinfo","0","2017-9-19"
"","27","75","fullbitautoinfo","0","2017-9-19"
"","27","1213","fullbitautoinfo","0","2017-9-19"
"","27","74","fullbitautoinfo","0","2017-9-19"
"","28","610","fullbitautoinfo","0","2017-9-19"
"","28","75","fullbitautoinfo","0","2017-9-19"
"","28","1877","fullbitautoinfo","0","2017-9-19"
"","28","969","fullbitautoinfo","0","2017-9-19"
"","28","978","fullbitautoinfo","0","2017-9-19"
"","29","722","fullbitautoinfo","0","2017-9-19"
"","29","1482","fullbitautoinfo","0","2017-9-19"
"","29","746","fullbitautoinfo","0","2017-9-19"
"","29","1516","fullbitautoinfo","0","2017-9-19"
"","29","656","fullbitautoinfo","0","2017-9-19"
"","1211","676","fullbitautoinfo","0","2017-9-19"
"","1211","30","fullbitautoinfo","0","2017-9-19"
"","1211","1483","fullbitautoinfo","0","2017-9-19"
"","1211","1478","fullbitautoinfo","0","2017-9-19"
"","1211","1493","fullbitautoinfo","0","2017-9-19"
"","1477","1478","fullbitautoinfo","0","2017-9-19"
"","1477","1212","fullbitautoinfo","0","2017-9-19"
"","1477","1147","fullbitautoinfo","0","2017-9-19"
"","1477","21","fullbitautoinfo","0","2017-9-19"
"","1477","755","fullbitautoinfo","0","2017-9-19"
"","1478","755","fullbitautoinfo","0","2017-9-19"
"","1478","1085","fullbitautoinfo","0","2017-9-19"
"","1478","1146","fullbitautoinfo","0","2017-9-19"
"","1478","1079","fullbitautoinfo","0","2017-9-19"
"","1478","679","fullbitautoinfo","0","2017-9-19"
"","1363","2308","fullbitautoinfo","0","2017-9-19"
"","1363","2123","fullbitautoinfo","0","2017-9-19"
"","1363","1240","fullbitautoinfo","0","2017-9-19"
"","1363","1583","fullbitautoinfo","0","2017-9-19"
"","1363","2112","fullbitautoinfo","0","2017-9-19"
"","30","2308","fullbitautoinfo","0","2017-9-19"
"","30","1951","fullbitautoinfo","0","2017-9-19"
"","30","2618","fullbitautoinfo","0","2017-9-19"
"","30","1992","fullbitautoinfo","0","2017-9-19"
"","30","2248","fullbitautoinfo","0","2017-9-19"
"","1212","1487","fullbitautoinfo","0","2017-9-19"
"","1212","169","fullbitautoinfo","0","2017-9-19"
"","1212","2113","fullbitautoinfo","0","2017-9-19"
"","1212","1257","fullbitautoinfo","0","2017-9-19"
"","1212","1966","fullbitautoinfo","0","2017-9-19"
"","1079","169","fullbitautoinfo","0","2017-9-19"
"","1079","2140","fullbitautoinfo","0","2017-9-19"
"","1079","2113","fullbitautoinfo","0","2017-9-19"
"","1079","1257","fullbitautoinfo","0","2017-9-19"
"","1079","2424","fullbitautoinfo","0","2017-9-19"
"","1146","1478","fullbitautoinfo","0","2017-9-19"
"","1146","25","fullbitautoinfo","0","2017-9-19"
"","1146","755","fullbitautoinfo","0","2017-9-19"
"","1146","692","fullbitautoinfo","0","2017-9-19"
"","1146","1212","fullbitautoinfo","0","2017-9-19"
"","31","425","bitautoinfoaddseginfo","1","2017-9-19"
"","31","78","bitautoinfoaddseginfo","1","2017-9-19"
"","31","935","bitautoinfoaddseginfo","1","2017-9-19"
"","31","667","bitautoinfoaddseginfo","1","2017-9-19"
"","31","747","bitautoinfoaddseginfo","1","2017-9-19"
"","2434","1933","bitautoinfoaddseginfo","5","2017-9-19"
"","2434","2308","bitautoinfoaddseginfo","5","2017-9-19"
"","2434","1966","bitautoinfoaddseginfo","5","2017-9-19"
"","2434","1803","bitautoinfoaddseginfo","5","2017-9-19"
"","2434","1469","bitautoinfoaddseginfo","5","2017-9-19"
"","32","1993","bitautoinfoaddseginfo","5","2017-9-19"
"","32","837","bitautoinfoaddseginfo","5","2017-9-19"
"","32","128","bitautoinfoaddseginfo","5","2017-9-19"
"","32","841","bitautoinfoaddseginfo","5","2017-9-19"
"","32","135","bitautoinfoaddseginfo","5","2017-9-19"
"","33","837","fullbitautoinfo","0","2017-9-19"
"","33","582","fullbitautoinfo","0","2017-9-19"
"","33","1237","fullbitautoinfo","0","2017-9-19"
"","33","833","fullbitautoinfo","0","2017-9-19"
"","33","841","fullbitautoinfo","0","2017-9-19"
"","1237","837","fullbitautoinfo","0","2017-9-19"
"","1237","582","fullbitautoinfo","0","2017-9-19"
"","1237","33","fullbitautoinfo","0","2017-9-19"
"","1237","258","fullbitautoinfo","0","2017-9-19"
"","1237","135","fullbitautoinfo","0","2017-9-19"
"","2157","35","fullbitautoinfo","0","2017-9-19"
"","2157","169","fullbitautoinfo","0","2017-9-19"
"","2157","1933","fullbitautoinfo","0","2017-9-19"
"","2157","2140","fullbitautoinfo","0","2017-9-19"
"","2157","2329","fullbitautoinfo","0","2017-9-19"
"","1238","35","fullbitautoinfo","0","2017-9-19"
"","1238","43","fullbitautoinfo","0","2017-9-19"
"","1238","41","fullbitautoinfo","0","2017-9-19"
"","1238","1238","fullbitautoinfo","0","2017-9-19"
"","1238","1259","fullbitautoinfo","0","2017-9-19"
"","35","574","bitautoinfoaddseginfo","1","2017-9-19"
"","35","446","bitautoinfoaddseginfo","1","2017-9-19"
"","35","1238","bitautoinfoaddseginfo","1","2017-9-19"
"","35","168","bitautoinfoaddseginfo","1","2017-9-19"
"","35","169","bitautoinfoaddseginfo","1","2017-9-19"
"","2205","35","fullbitautoinfo","0","2017-9-19"
"","2205","574","fullbitautoinfo","0","2017-9-19"
"","2205","684","fullbitautoinfo","0","2017-9-19"
"","2205","1489","fullbitautoinfo","0","2017-9-19"
"","2205","1872","fullbitautoinfo","0","2017-9-19"
"","2613","456","bitautoinfoaddseginfo","5","2017-9-19"
"","2613","2230","bitautoinfoaddseginfo","5","2017-9-19"
"","2613","383","bitautoinfoaddseginfo","5","2017-9-19"
"","2613","940","bitautoinfoaddseginfo","5","2017-9-19"
"","2613","2372","bitautoinfoaddseginfo","5","2017-9-19"
"","36","2215","fullbitautoinfo","0","2017-9-19"
"","36","35","fullbitautoinfo","0","2017-9-19"
"","36","1818","fullbitautoinfo","0","2017-9-19"
"","36","1474","fullbitautoinfo","0","2017-9-19"
"","36","848","fullbitautoinfo","0","2017-9-19"
"","2384","2395","fullbitautoinfo","0","2017-9-19"
"","2384","2358","fullbitautoinfo","0","2017-9-19"
"","2384","2003","fullbitautoinfo","0","2017-9-19"
"","2384","1884","fullbitautoinfo","0","2017-9-19"
"","2384","1768","fullbitautoinfo","0","2017-9-19"
"","2535","2187","fullbitautoinfo","0","2017-9-19"
"","2535","2113","fullbitautoinfo","0","2017-9-19"
"","2535","2217","fullbitautoinfo","0","2017-9-19"
"","2535","1258","fullbitautoinfo","0","2017-9-19"
"","2535","2199","fullbitautoinfo","0","2017-9-19"
"","1928","2003","bitautoinfoaddseginfo","3","2017-9-19"
"","1928","2263","bitautoinfoaddseginfo","3","2017-9-19"
"","1928","1534","bitautoinfoaddseginfo","3","2017-9-19"
"","1928","1543","bitautoinfoaddseginfo","3","2017-9-19"
"","1928","2215","bitautoinfoaddseginfo","3","2017-9-19"
"","2167","2217","bitautoinfoaddseginfo","1","2017-9-19"
"","2167","2003","bitautoinfoaddseginfo","1","2017-9-19"
"","2167","98","bitautoinfoaddseginfo","1","2017-9-19"
"","2167","2263","bitautoinfoaddseginfo","1","2017-9-19"
"","2167","1534","bitautoinfoaddseginfo","1","2017-9-19"
"","2003","1768","fullbitautoinfo","0","2017-9-19"
"","2003","2003","fullbitautoinfo","0","2017-9-19"
"","2003","2395","fullbitautoinfo","0","2017-9-19"
"","2003","2358","fullbitautoinfo","0","2017-9-19"
"","2003","2358","fullbitautoinfo","0","2017-9-19"
"","2263","2545","bitautoinfoaddseginfo","1","2017-9-19"
"","2263","2200","bitautoinfoaddseginfo","1","2017-9-19"
"","2263","2167","bitautoinfoaddseginfo","1","2017-9-19"
"","2263","2384","bitautoinfoaddseginfo","1","2017-9-19"
"","2263","1933","bitautoinfoaddseginfo","1","2017-9-19"
"","1526","574","fullbitautoinfo","0","2017-9-19"
"","1526","39","fullbitautoinfo","0","2017-9-19"
"","1526","939","fullbitautoinfo","0","2017-9-19"
"","1526","446","fullbitautoinfo","0","2017-9-19"
"","1526","712","fullbitautoinfo","0","2017-9-19"
"","38","1858","fullbitautoinfo","0","2017-9-19"
"","38","833","fullbitautoinfo","0","2017-9-19"
"","38","1993","fullbitautoinfo","0","2017-9-19"
"","38","2130","fullbitautoinfo","0","2017-9-19"
"","38","189","fullbitautoinfo","0","2017-9-19"
"","2348","1583","fullbitautoinfo","0","2017-9-19"
"","2348","2420","fullbitautoinfo","0","2017-9-19"
"","2348","2614","fullbitautoinfo","0","2017-9-19"
"","2348","2019","fullbitautoinfo","0","2017-9-19"
"","2348","2112","fullbitautoinfo","0","2017-9-19"
"","2204","169","fullbitautoinfo","0","2017-9-19"
"","2204","1951","fullbitautoinfo","0","2017-9-19"
"","2204","1933","fullbitautoinfo","0","2017-9-19"
"","2204","1966","fullbitautoinfo","0","2017-9-19"
"","2204","1257","fullbitautoinfo","0","2017-9-19"
"","1818","2215","fullbitautoinfo","0","2017-9-19"
"","1818","125","fullbitautoinfo","0","2017-9-19"
"","1818","2122","fullbitautoinfo","0","2017-9-19"
"","1818","2159","fullbitautoinfo","0","2017-9-19"
"","1818","2038","fullbitautoinfo","0","2017-9-19"
"","1241","950","fullbitautoinfo","0","2017-9-19"
"","1241","298","fullbitautoinfo","0","2017-9-19"
"","1241","387","fullbitautoinfo","0","2017-9-19"
"","1241","1429","fullbitautoinfo","0","2017-9-19"
"","1241","299","fullbitautoinfo","0","2017-9-19"
"","1789","1534","bitautoinfoaddseginfo","5","2017-9-19"
"","1789","1543","bitautoinfoaddseginfo","5","2017-9-19"
"","1789","2215","bitautoinfoaddseginfo","5","2017-9-19"
"","1789","1786","bitautoinfoaddseginfo","5","2017-9-19"
"","1789","2281","bitautoinfoaddseginfo","5","2017-9-19"
"","1242","145","fullbitautoinfo","0","2017-9-19"
"","1242","823","fullbitautoinfo","0","2017-9-19"
"","1242","2134","fullbitautoinfo","0","2017-9-19"
"","1242","1861","fullbitautoinfo","0","2017-9-19"
"","1242","1289","fullbitautoinfo","0","2017-9-19"
"","1861","2037","fullbitautoinfo","0","2017-9-19"
"","1861","2030","fullbitautoinfo","0","2017-9-19"
"","1861","2187","fullbitautoinfo","0","2017-9-19"
"","1861","355","fullbitautoinfo","0","2017-9-19"
"","1861","1242","fullbitautoinfo","0","2017-9-19"
"","2122","2308","fullbitautoinfo","0","2017-9-19"
"","2122","2159","fullbitautoinfo","0","2017-9-19"
"","2122","2617","fullbitautoinfo","0","2017-9-19"
"","2122","2196","fullbitautoinfo","0","2017-9-19"
"","2122","2038","fullbitautoinfo","0","2017-9-19"
"","2196","2308","fullbitautoinfo","0","2017-9-19"
"","2196","124","fullbitautoinfo","0","2017-9-19"
"","2196","2122","fullbitautoinfo","0","2017-9-19"
"","2196","2248","fullbitautoinfo","0","2017-9-19"
"","2196","1992","fullbitautoinfo","0","2017-9-19"
"","2017","2196","fullbitautoinfo","0","2017-9-19"
"","2017","1862","fullbitautoinfo","0","2017-9-19"
"","2017","1933","fullbitautoinfo","0","2017-9-19"
"","2017","1257","fullbitautoinfo","0","2017-9-19"
"","2017","2579","fullbitautoinfo","0","2017-9-19"
"","1862","2017","fullbitautoinfo","0","2017-9-19"
"","1862","1257","fullbitautoinfo","0","2017-9-19"
"","1862","1951","fullbitautoinfo","0","2017-9-19"
"","1862","169","fullbitautoinfo","0","2017-9-19"
"","1862","1966","fullbitautoinfo","0","2017-9-19"
"","41","1259","fullbitautoinfo","0","2017-9-19"
"","41","446","fullbitautoinfo","0","2017-9-19"
"","41","1238","fullbitautoinfo","0","2017-9-19"
"","41","35","fullbitautoinfo","0","2017-9-19"
"","41","574","fullbitautoinfo","0","2017-9-19"
"","1736","35","fullbitautoinfo","0","2017-9-19"
"","1736","2204","fullbitautoinfo","0","2017-9-19"
"","1736","1789","fullbitautoinfo","0","2017-9-19"
"","1736","1951","fullbitautoinfo","0","2017-9-19"
"","1736","1257","fullbitautoinfo","0","2017-9-19"
"","43","1238","fullbitautoinfo","0","2017-9-19"
"","43","1238","fullbitautoinfo","0","2017-9-19"
"","43","446","fullbitautoinfo","0","2017-9-19"
"","43","41","fullbitautoinfo","0","2017-9-19"
"","43","39","fullbitautoinfo","0","2017-9-19"
"","1858","169","fullbitautoinfo","0","2017-9-19"
"","1858","2352","fullbitautoinfo","0","2017-9-19"
"","1858","2616","fullbitautoinfo","0","2017-9-19"
"","1858","2308","fullbitautoinfo","0","2017-9-19"
"","1858","2579","fullbitautoinfo","0","2017-9-19"
"","2285","833","bitautoinfoaddseginfo","5","2017-9-19"
"","2285","2277","bitautoinfoaddseginfo","5","2017-9-19"
"","2285","1858","bitautoinfoaddseginfo","5","2017-9-19"
"","2285","2341","bitautoinfoaddseginfo","5","2017-9-19"
"","2285","1931","bitautoinfoaddseginfo","5","2017-9-19"
"","2112","209","fullbitautoinfo","0","2017-9-19"
"","2112","1257","fullbitautoinfo","0","2017-9-19"
"","2112","1966","fullbitautoinfo","0","2017-9-19"
"","2112","617","fullbitautoinfo","0","2017-9-19"
"","2112","169","fullbitautoinfo","0","2017-9-19"
"","2174","1583","fullbitautoinfo","0","2017-9-19"
"","2174","1858","fullbitautoinfo","0","2017-9-19"
"","2174","1696","fullbitautoinfo","0","2017-9-19"
"","2174","2019","fullbitautoinfo","0","2017-9-19"
"","2174","833","fullbitautoinfo","0","2017-9-19"
"","1239","1696","fullbitautoinfo","0","2017-9-19"
"","1239","2308","fullbitautoinfo","0","2017-9-19"
"","1239","2159","fullbitautoinfo","0","2017-9-19"
"","1239","2553","fullbitautoinfo","0","2017-9-19"
"","1239","2122","fullbitautoinfo","0","2017-9-19"
"","1696","2308","fullbitautoinfo","0","2017-9-19"
"","1696","2123","fullbitautoinfo","0","2017-9-19"
"","1696","1240","fullbitautoinfo","0","2017-9-19"
"","1696","1583","fullbitautoinfo","0","2017-9-19"
"","1696","2112","fullbitautoinfo","0","2017-9-19"
"","2284","2308","fullbitautoinfo","0","2017-9-19"
"","2284","2123","fullbitautoinfo","0","2017-9-19"
"","2284","1240","fullbitautoinfo","0","2017-9-19"
"","2284","1583","fullbitautoinfo","0","2017-9-19"
"","2284","2112","fullbitautoinfo","0","2017-9-19"
"","1240","2308","fullbitautoinfo","0","2017-9-19"
"","1240","1951","fullbitautoinfo","0","2017-9-19"
"","1240","2618","fullbitautoinfo","0","2017-9-19"
"","1240","1992","fullbitautoinfo","0","2017-9-19"
"","1240","2248","fullbitautoinfo","0","2017-9-19"
"","1951","1487","fullbitautoinfo","0","2017-9-19"
"","1951","169","fullbitautoinfo","0","2017-9-19"
"","1951","2113","fullbitautoinfo","0","2017-9-19"
"","1951","1257","fullbitautoinfo","0","2017-9-19"
"","1951","1966","fullbitautoinfo","0","2017-9-19"
"","46","1534","bitautoinfoaddseginfo","5","2017-9-19"
"","46","1543","bitautoinfoaddseginfo","5","2017-9-19"
"","46","2215","bitautoinfoaddseginfo","5","2017-9-19"
"","46","1786","bitautoinfoaddseginfo","5","2017-9-19"
"","46","2281","bitautoinfoaddseginfo","5","2017-9-19"
"","47","818","bitautoinfoaddseginfo","5","2017-9-19"
"","47","396","bitautoinfoaddseginfo","5","2017-9-19"
"","47","2044","bitautoinfoaddseginfo","5","2017-9-19"
"","47","479","bitautoinfoaddseginfo","5","2017-9-19"
"","47","100","bitautoinfoaddseginfo","5","2017-9-19"
"","48","470","bitautoinfoaddseginfo","5","2017-9-19"
"","48","120","bitautoinfoaddseginfo","5","2017-9-19"
"","48","82","bitautoinfoaddseginfo","5","2017-9-19"
"","48","157","bitautoinfoaddseginfo","5","2017-9-19"
"","48","2110","bitautoinfoaddseginfo","5","2017-9-19"
"","1480","1803","fullbitautoinfo","0","2017-9-19"
"","1480","49","fullbitautoinfo","0","2017-9-19"
"","1480","1932","fullbitautoinfo","0","2017-9-19"
"","1480","1549","fullbitautoinfo","0","2017-9-19"
"","1480","297","fullbitautoinfo","0","2017-9-19"
"","49","55","fullbitautoinfo","0","2017-9-19"
"","49","327","fullbitautoinfo","0","2017-9-19"
"","49","297","fullbitautoinfo","0","2017-9-19"
"","49","287","fullbitautoinfo","0","2017-9-19"
"","49","1803","fullbitautoinfo","0","2017-9-19"
"","50","2158","fullbitautoinfo","0","2017-9-19"
"","50","321","fullbitautoinfo","0","2017-9-19"
"","50","818","fullbitautoinfo","0","2017-9-19"
"","50","299","fullbitautoinfo","0","2017-9-19"
"","50","57","fullbitautoinfo","0","2017-9-19"
"","2158","50","fullbitautoinfo","0","2017-9-19"
"","2158","57","fullbitautoinfo","0","2017-9-19"
"","2158","818","fullbitautoinfo","0","2017-9-19"
"","2158","321","fullbitautoinfo","0","2017-9-19"
"","2158","379","fullbitautoinfo","0","2017-9-19"
"","51","286","fullbitautoinfo","0","2017-9-19"
"","51","322","fullbitautoinfo","0","2017-9-19"
"","51","2076","fullbitautoinfo","0","2017-9-19"
"","51","54","fullbitautoinfo","0","2017-9-19"
"","51","398","fullbitautoinfo","0","2017-9-19"
"","52","845","bitautoinfoaddseginfo","5","2017-9-19"
"","52","299","bitautoinfoaddseginfo","5","2017-9-19"
"","52","379","bitautoinfoaddseginfo","5","2017-9-19"
"","52","398","bitautoinfoaddseginfo","5","2017-9-19"
"","52","462","bitautoinfoaddseginfo","5","2017-9-19"
"","53","456","fullbitautoinfo","0","2017-9-19"
"","53","1868","fullbitautoinfo","0","2017-9-19"
"","53","2361","fullbitautoinfo","0","2017-9-19"
"","53","602","fullbitautoinfo","0","2017-9-19"
"","53","246","fullbitautoinfo","0","2017-9-19"
"","54","51","fullbitautoinfo","0","2017-9-19"
"","54","322","fullbitautoinfo","0","2017-9-19"
"","54","145","fullbitautoinfo","0","2017-9-19"
"","54","496","fullbitautoinfo","0","2017-9-19"
"","54","963","fullbitautoinfo","0","2017-9-19"
"","55","49","fullbitautoinfo","0","2017-9-19"
"","55","287","fullbitautoinfo","0","2017-9-19"
"","55","2329","fullbitautoinfo","0","2017-9-19"
"","55","297","fullbitautoinfo","0","2017-9-19"
"","55","2147","fullbitautoinfo","0","2017-9-19"
"","56","2297","fullbitautoinfo","0","2017-9-19"
"","56","320","fullbitautoinfo","0","2017-9-19"
"","56","1429","fullbitautoinfo","0","2017-9-19"
"","56","1060","fullbitautoinfo","0","2017-9-19"
"","56","387","fullbitautoinfo","0","2017-9-19"
"","1353","2339","fullbitautoinfo","0","2017-9-19"
"","1353","848","fullbitautoinfo","0","2017-9-19"
"","1353","56","fullbitautoinfo","0","2017-9-19"
"","1353","523","fullbitautoinfo","0","2017-9-19"
"","1353","1060","fullbitautoinfo","0","2017-9-19"
"","2297","56","fullbitautoinfo","0","2017-9-19"
"","2297","320","fullbitautoinfo","0","2017-9-19"
"","2297","57","fullbitautoinfo","0","2017-9-19"
"","2297","1429","fullbitautoinfo","0","2017-9-19"
"","2297","2288","fullbitautoinfo","0","2017-9-19"
"","2339","2297","fullbitautoinfo","0","2017-9-19"
"","2339","848","fullbitautoinfo","0","2017-9-19"
"","2339","523","fullbitautoinfo","0","2017-9-19"
"","2339","1474","fullbitautoinfo","0","2017-9-19"
"","2339","1353","fullbitautoinfo","0","2017-9-19"
"","57","2158","fullbitautoinfo","0","2017-9-19"
"","57","50","fullbitautoinfo","0","2017-9-19"
"","57","2297","fullbitautoinfo","0","2017-9-19"
"","57","2288","fullbitautoinfo","0","2017-9-19"
"","57","818","fullbitautoinfo","0","2017-9-19"
"","1642","747","bitautoinfoaddseginfo","5","2017-9-19"
"","1642","31","bitautoinfoaddseginfo","5","2017-9-19"
"","1642","935","bitautoinfoaddseginfo","5","2017-9-19"
"","1642","910","bitautoinfoaddseginfo","5","2017-9-19"
"","1642","78","bitautoinfoaddseginfo","5","2017-9-19"
"","1122","64","fullbitautoinfo","0","2017-9-19"
"","1122","346","fullbitautoinfo","0","2017-9-19"
"","1122","1222","fullbitautoinfo","0","2017-9-19"
"","1122","1764","fullbitautoinfo","0","2017-9-19"
"","1122","1123","fullbitautoinfo","0","2017-9-19"
"","1123","1126","fullbitautoinfo","0","2017-9-19"
"","1123","348","fullbitautoinfo","0","2017-9-19"
"","1123","1122","fullbitautoinfo","0","2017-9-19"
"","1123","2292","fullbitautoinfo","0","2017-9-19"
"","1123","2350","fullbitautoinfo","0","2017-9-19"
"","1996","73","fullbitautoinfo","0","2017-9-19"
"","1996","26","fullbitautoinfo","0","2017-9-19"
"","1996","2143","fullbitautoinfo","0","2017-9-19"
"","1996","1122","fullbitautoinfo","0","2017-9-19"
"","1996","1222","fullbitautoinfo","0","2017-9-19"
"","2143","350","fullbitautoinfo","0","2017-9-19"
"","2143","74","fullbitautoinfo","0","2017-9-19"
"","2143","2214","fullbitautoinfo","0","2017-9-19"
"","2143","1840","fullbitautoinfo","0","2017-9-19"
"","2143","977","fullbitautoinfo","0","2017-9-19"
"","1124","350","bitautoinfoaddseginfo","5","2017-9-19"
"","1124","2143","bitautoinfoaddseginfo","5","2017-9-19"
"","1124","2214","bitautoinfoaddseginfo","5","2017-9-19"
"","1124","1877","bitautoinfoaddseginfo","5","2017-9-19"
"","1124","2111","bitautoinfoaddseginfo","5","2017-9-19"
"","1513","70","bitautoinfoaddseginfo","5","2017-9-19"
"","1513","693","bitautoinfoaddseginfo","5","2017-9-19"
"","1513","24","bitautoinfoaddseginfo","5","2017-9-19"
"","1513","2109","bitautoinfoaddseginfo","5","2017-9-19"
"","1513","1857","bitautoinfoaddseginfo","5","2017-9-19"
"","1514","612","fullbitautoinfo","0","2017-9-19"
"","1514","683","fullbitautoinfo","0","2017-9-19"
"","1514","684","fullbitautoinfo","0","2017-9-19"
"","1514","751","fullbitautoinfo","0","2017-9-19"
"","1514","755","fullbitautoinfo","0","2017-9-19"
"","61","60","fullbitautoinfo","0","2017-9-19"
"","61","777","fullbitautoinfo","0","2017-9-19"
"","61","62","fullbitautoinfo","0","2017-9-19"
"","61","776","fullbitautoinfo","0","2017-9-19"
"","61","755","fullbitautoinfo","0","2017-9-19"
"","62","777","fullbitautoinfo","0","2017-9-19"
"","62","776","fullbitautoinfo","0","2017-9-19"
"","62","1470","fullbitautoinfo","0","2017-9-19"
"","62","61","fullbitautoinfo","0","2017-9-19"
"","62","612","fullbitautoinfo","0","2017-9-19"
"","2382","1583","fullbitautoinfo","0","2017-9-19"
"","2382","2614","fullbitautoinfo","0","2017-9-19"
"","2382","2409","fullbitautoinfo","0","2017-9-19"
"","2382","2420","fullbitautoinfo","0","2017-9-19"
"","2382","2307","fullbitautoinfo","0","2017-9-19"
"","2383","746","bitautoinfoaddseginfo","3","2017-9-19"
"","2383","1308","bitautoinfoaddseginfo","3","2017-9-19"
"","2383","1933","bitautoinfoaddseginfo","3","2017-9-19"
"","2383","2308","bitautoinfoaddseginfo","3","2017-9-19"
"","2383","1966","bitautoinfoaddseginfo","3","2017-9-19"
"","2409","1933","bitautoinfoaddseginfo","5","2017-9-19"
"","2409","2308","bitautoinfoaddseginfo","5","2017-9-19"
